MSSubClass;MSZoning;LotArea;LotConfig;Neighborhood;YearBuilt;TotalBsmtSF;GrLivArea;FullBath;KitchenAbvGr;TotRmsAbvGrd;GarageArea;YrSold;SalePrice
120;RL;8849;Inside;NridgHt;2005;1684;1684;2;1;6;564;2008;266000
160;RM;2592;Inside;MeadowV;1976;536;1112;1;1;4;336;2010;85000
50;RL;6435;Inside;BrkSide;1939;972;1577;1;1;6;312;2006;140200
20;RL;12772;CulDSac;NAmes;1960;958;958;1;1;5;301;2007;151500
20;RL;17600;Inside;NAmes;1960;1478;1478;2;1;6;498;2009;157500
160;RL;2448;Inside;NridgHt;2003;764;1626;2;1;6;474;2008;154000
60;RL;20431;Inside;NridgHt;2005;1848;2728;2;1;10;706;2006;437154
120;RL;7820;Inside;NridgHt;2007;1869;1869;2;1;6;617;2007;318061
120;RL;5271;Inside;ClearCr;1986;1453;1453;1;1;6;445;2006;190000
50;RL;9084;Inside;Edwards;1941;616;1111;1;1;5;200;2008;95000
30;RM;8520;Inside;OldTown;1928;624;720;1;1;5;484;2010;105900
50;RL;8400;Inside;SWISU;1940;940;1595;1;1;6;240;2006;140000
20;RL;11249;Inside;CollgCr;1995;1200;1200;2;1;6;521;2007;177500
20;RL;9248;Inside;Gilbert;1992;1158;1167;2;1;6;400;2009;173000
120;RM;4224;Inside;MeadowV;1976;1142;1142;1;1;6;528;2007;134000
80;RL;6930;Inside;ClearCr;1958;1062;1352;1;1;6;288;2006;130000
60;RL;12011;CulDSac;NoRidge;1998;1086;1924;2;1;7;592;2006;280000
85;RL;7540;CulDSac;Mitchel;1978;888;912;1;1;5;470;2007;156000
50;RL;9144;Inside;BrkSide;1940;883;1505;1;1;8;240;2008;145000
85;RL;7301;Corner;Edwards;2003;0;1922;3;1;7;672;2009;198500
160;RM;1680;Inside;BrDale;1972;483;987;1;1;5;264;2009;118000
60;RL;18800;FR2;NWAmes;1976;796;1574;2;1;6;566;2006;190000
70;RM;10690;Inside;IDOTRR;1920;672;1344;1;1;6;468;2009;147000
20;RL;9500;Inside;NAmes;1963;1394;1394;1;1;6;514;2009;159000
80;RL;9150;Corner;NAmes;1962;1099;1431;1;1;6;296;2008;165000
20;RL;7800;Inside;NAmes;1954;1268;1268;1;1;7;244;2010;132000
20;RL;9830;Corner;NAmes;1959;1063;1287;1;1;7;576;2010;162000
60;RL;8121;Inside;Gilbert;2000;953;1664;2;1;7;460;2006;172400
50;RL;17120;Inside;ClearCr;1959;0;1588;2;1;7;680;2008;134432
120;RL;7175;Inside;SawyerW;1984;744;752;1;1;4;264;2010;125000
20;RL;10634;Inside;NAmes;1953;608;1319;1;1;5;270;2009;123000
60;RL;8200;Inside;CollgCr;2003;847;1928;2;1;8;434;2007;219500
30;RL;10020;Inside;Edwards;1922;683;904;0;1;4;0;2009;61000
85;RL;8846;CulDSac;CollgCr;1996;870;914;1;1;5;576;2006;148000
60;FV;11143;Corner;Somerst;2004;1580;2466;3;1;8;610;2007;340000
20;RL;11394;Corner;StoneBr;2010;1856;1856;1;1;8;834;2010;394432
60;RL;8123;Inside;Gilbert;2000;982;1800;2;1;7;463;2009;179000
50;RL;5000;Inside;SWISU;1924;1026;1691;2;1;6;308;2010;127000
20;FV;7200;Inside;Somerst;2006;1293;1301;2;1;5;572;2006;187750
60;RL;9245;Inside;CollgCr;2006;939;1797;2;1;8;639;2007;213500
45;RH;9000;Corner;SawyerW;1928;784;784;1;1;5;360;2009;76000
60;RL;53107;Corner;ClearCr;1992;1580;1953;2;1;9;501;2007;240000
120;RL;3182;Inside;Blmngtn;2004;1256;1269;2;1;6;430;2010;192000
50;RL;8410;FR2;Edwards;1910;658;1184;1;1;8;0;2006;81000
80;RL;7200;Inside;Edwards;1976;1041;1125;1;1;6;352;2009;125000
20;RL;9382;CulDSac;CollgCr;1999;1468;1479;2;1;6;577;2008;191000
60;RL;12474;Inside;NridgHt;2007;1682;2332;2;1;9;846;2008;426000
50;RL;8405;Inside;Edwards;1900;861;1367;1;1;7;384;2008;119000
60;RL;12209;CulDSac;Mitchel;2001;804;1961;2;1;7;560;2009;215000
20;RL;8339;Inside;NAmes;1959;0;882;1;1;5;294;2007;106500
30;RL;7446;Corner;BrkSide;1941;788;788;1;1;4;0;2006;100000
50;RL;10134;Inside;OldTown;1940;735;1034;1;1;5;240;2007;109000
20;RL;9571;Inside;Edwards;1956;1144;1144;1;1;6;596;2010;129000
20;RL;7200;Inside;CollgCr;1972;894;894;1;1;6;600;2009;123000
60;RL;7590;Inside;NAmes;1962;864;1812;2;1;8;264;2007;169500
30;RM;8967;Corner;IDOTRR;1920;961;1077;1;1;6;338;2007;67000
60;FV;8125;Inside;Somerst;2006;1092;1550;2;1;7;438;2009;241000
120;RL;14963;Inside;Veenker;1996;1260;1288;1;1;4;500;2008;245500
20;RL;8767;Inside;CollgCr;2005;1310;1310;2;1;6;400;2006;164990
30;RL;10200;Inside;Sawyer;1940;672;672;1;1;4;240;2008;108000
60;RL;12090;Corner;NoRidge;1998;1141;2263;2;1;10;420;2006;258000
60;RL;10364;Inside;Gilbert;1995;806;1572;2;1;7;373;2007;168000
20;RL;9991;Corner;Sawyer;1976;1281;1620;2;1;8;490;2009;150000
50;RL;10480;Inside;SWISU;1936;1064;1639;1;1;6;240;2008;115000
70;RL;15576;Inside;Crawfor;1915;840;1680;2;1;8;308;2008;177000
60;RL;14154;Corner;NridgHt;2006;1063;2172;2;1;9;947;2007;280000
60;FV;10800;Inside;Somerst;2007;1034;2078;2;1;8;836;2008;339750
20;RL;9571;Inside;Edwards;1958;1276;1276;1;1;5;350;2009;60000
190;RL;34650;Inside;Gilbert;1955;1056;1056;1;1;5;572;2006;145000
20;FV;4403;Inside;Somerst;2009;1470;1478;2;1;7;484;2010;222000
30;RM;8960;Inside;OldTown;1927;1008;1028;1;1;5;360;2010;115000
60;RL;11228;CulDSac;SawyerW;1993;1080;2097;2;1;9;678;2008;228000
20;RL;8899;Inside;Gilbert;2007;1340;1340;2;1;6;396;2007;181134
60;RL;7844;Inside;Sawyer;1978;672;1400;1;1;6;440;2006;149500
70;RL;22420;Inside;Crawfor;1918;1370;2624;2;1;10;864;2007;239000
50;RL;8160;Inside;Edwards;1940;756;1134;1;1;7;240;2007;126000
20;RL;8450;Inside;NAmes;1968;1056;1056;1;1;6;304;2010;142000
90;RM;7060;Inside;Mitchel;1997;1344;1344;2;2;8;784;2008;206300
20;RL;16635;FR2;NWAmes;1977;1602;1602;2;1;8;529;2009;215000
20;RL;21750;Inside;Mitchel;1954;988;988;1;1;4;520;2008;113000
60;RL;9200;Inside;NoRidge;1998;1470;2630;2;1;8;696;2008;315000
20;RL;9000;Inside;NAmes;1956;1196;1196;1;1;6;297;2008;139000
60;RM;3378;Inside;OldTown;1946;651;1389;1;1;6;240;2009;135000
80;RL;12800;Inside;SawyerW;1989;1518;1644;2;1;5;569;2009;275000
20;RL;8593;Inside;NAmes;1957;907;907;1;1;5;352;2008;109008
20;RL;6762;Inside;CollgCr;2007;1208;1208;2;1;6;628;2007;195400
20;RL;11457;Corner;Timber;1988;1392;1412;2;1;6;576;2009;175000
160;RM;1680;Inside;BrDale;1971;483;987;1;1;4;264;2008;85400
50;RM;5586;Inside;OldTown;1920;901;1198;1;1;7;0;2008;79900
160;RM;1920;Inside;BrDale;1971;765;1365;1;1;6;440;2007;122500
60;RL;10839;Corner;Gilbert;1997;926;1604;2;1;7;470;2008;181000
180;RM;1890;Inside;MeadowV;1972;630;630;1;1;3;0;2008;81000
60;RL;10667;CulDSac;CollgCr;1996;799;1661;2;1;6;550;2009;212000
50;RM;4400;Inside;OldTown;1920;648;1118;1;1;6;440;2006;116000
45;RM;6000;Inside;BrkSide;1926;884;904;1;1;4;180;2009;119000
30;RL;4280;Inside;Crawfor;1913;440;694;1;1;4;352;2007;90350
50;RL;12354;Corner;Edwards;1920;684;1196;1;1;7;528;2009;110000
20;RL;15431;Inside;NridgHt;2008;3094;2402;2;1;10;672;2009;555000
90;RL;12108;Inside;Edwards;1955;1440;1440;2;2;8;0;2008;118000
50;RM;6240;Inside;BrkSide;1930;1078;1573;2;1;8;360;2008;162900
120;RL;3922;Inside;Blmngtn;2006;1258;1258;2;1;6;648;2007;172500
60;RL;8750;Inside;CollgCr;1994;915;1908;2;1;8;493;2008;210000
20;RL;9855;Corner;Edwards;1956;1436;1689;1;1;7;480;2009;127500
20;RL;16492;Corner;NAmes;1966;1517;1888;2;1;6;578;2010;190000
60;RL;11214;Corner;Gilbert;1998;930;1886;2;1;10;431;2006;199900
50;RM;8600;Inside;IDOTRR;1937;780;1376;2;1;7;198;2006;119500
50;RM;6000;Inside;OldTown;1948;649;1183;1;1;6;308;2007;120000
30;RM;5684;Inside;OldTown;1930;813;813;1;1;5;270;2006;110000
20;RL;70761;Inside;ClearCr;1975;1533;1533;2;1;5;576;2006;280000
60;RL;9303;Corner;Timber;1996;872;1756;2;1;7;422;2007;204000
60;FV;9000;Inside;Somerst;2008;768;1590;2;1;6;676;2009;210000
90;RL;9297;Inside;Mitchel;1976;1728;1728;2;2;8;560;2006;188000
20;RL;9600;Inside;NWAmes;1973;1242;1242;1;1;6;528;2007;175500
70;RM;4571;Inside;OldTown;1916;624;1344;1;1;7;513;2008;98000
20;RL;53227;CulDSac;ClearCr;1954;1364;1663;1;1;6;529;2008;256000
70;RM;5100;Inside;OldTown;1925;588;1666;1;1;7;228;2008;161000
50;RL;7015;Corner;BrkSide;1950;709;1203;1;1;5;352;2009;110000
60;FV;8004;Inside;Somerst;2009;832;1935;2;1;8;552;2009;263435
70;RL;7200;Inside;SWISU;1936;560;1135;1;1;6;576;2009;155000
20;RL;8281;Inside;Sawyer;1965;864;864;1;1;5;360;2009;62383
70;RL;11988;Inside;Crawfor;1934;715;1660;1;1;6;240;2008;188700
20;RL;8430;Inside;CollgCr;1978;1040;1040;2;1;5;0;2009;124000
120;RM;3072;Inside;Blmngtn;2004;1375;1414;2;1;6;398;2006;178740
20;RL;10628;Inside;NAmes;1970;1277;1277;1;1;5;526;2007;167000
70;RL;9480;Inside;NAmes;1942;728;1644;1;1;7;312;2007;146500
20;RL;11428;Inside;NridgHt;2006;1626;1634;2;1;7;866;2007;250000
60;RL;9291;Corner;SawyerW;1993;832;1710;2;1;7;506;2008;187000
120;RL;6820;Corner;StoneBr;1985;1488;1502;1;1;4;528;2010;212000
60;RL;11952;Inside;NWAmes;1977;808;1969;2;1;8;534;2007;190000
180;RM;3675;Inside;Edwards;2005;547;1072;1;1;5;525;2008;148000
20;RL;14977;Inside;NridgHt;2006;1976;1976;2;1;7;908;2007;440000
120;RL;5330;Inside;StoneBr;2000;1494;1652;2;1;6;499;2007;251000
20;RL;8480;Corner;Sawyer;1963;970;970;1;1;5;624;2007;132500
20;RL;13125;Inside;CollgCr;1997;1478;1493;2;1;7;508;2008;208900
60;RL;13693;Inside;NridgHt;2006;2153;2643;2;1;9;694;2007;380000
20;RL;10637;Inside;CollgCr;2007;1705;1718;2;1;7;826;2009;297000
30;RM;5925;Inside;OldTown;1937;907;1131;1;1;7;672;2007;89471
20;RL;16033;FR2;NridgHt;2004;1833;1850;2;1;8;772;2006;326000
20;RL;11846;Inside;NridgHt;2003;1792;1792;2;1;6;874;2006;374000
70;RM;2500;Corner;OldTown;1915;910;1826;1;1;7;164;2009;155000
120;RM;4500;FR2;Mitchel;1998;1216;1216;2;1;5;402;2006;164000
20;RL;7758;Corner;Sawyer;1962;999;999;1;1;6;264;2007;132500
20;RL;9600;Inside;NAmes;1950;1113;1113;1;1;5;264;2009;147000
20;RL;10289;Inside;NAmes;1965;1073;1073;1;1;6;515;2007;156000
20;RL;12243;Inside;NWAmes;1971;1484;1484;2;1;7;487;2007;175000
190;RL;10800;Corner;OldTown;1900;954;2414;2;2;10;520;2006;160000
180;RM;1526;Inside;MeadowV;1970;630;630;1;1;3;286;2009;86000
160;RM;2665;Inside;MeadowV;1976;264;1304;1;1;4;336;2008;115000
50;RL;9490;Inside;NAmes;1941;806;1578;1;1;5;240;2006;133000
60;RL;15578;Corner;Gilbert;2006;728;1456;2;1;8;429;2006;172785
20;RL;7931;Inside;NAmes;1960;1269;1269;1;1;6;308;2008;155000
30;RM;5784;Inside;OldTown;1938;190;886;1;1;4;273;2009;91300
30;C (all);7879;Inside;IDOTRR;1920;720;720;1;1;4;0;2009;34900
20;RL;12692;Inside;NoRidge;1992;3200;3228;3;1;10;546;2007;430000
50;RL;9120;Inside;BrkSide;1925;1026;1820;2;1;8;240;2008;184000
20;RL;7800;Inside;Sawyer;1967;864;899;1;1;5;288;2009;130000
20;RL;7535;Inside;NAmes;1958;912;912;1;1;5;297;2007;120000
160;RM;1890;Inside;BrDale;1973;672;1218;1;1;7;264;2007;113000
60;FV;9803;Inside;Somerst;2005;866;1768;2;1;7;603;2008;226700
20;RL;9170;Corner;Edwards;1965;1214;1214;1;1;6;461;2007;140000
20;RL;15602;Inside;Crawfor;1959;1501;1801;2;1;6;484;2010;289000
160;RL;2308;Inside;NPkVill;1974;855;1322;2;1;6;440;2009;147000
90;RM;7596;Inside;OldTown;1952;960;1960;2;2;10;400;2009;124500
60;RL;9554;Inside;SawyerW;1993;777;1911;2;1;8;471;2006;215000
20;FV;7862;Inside;Somerst;2009;1218;1218;2;1;4;676;2009;208300
70;RM;9600;Inside;OldTown;1928;689;1378;2;1;7;360;2008;161000
20;RL;9600;Corner;NAmes;1959;1041;1041;1;1;6;270;2009;124500
20;RL;14559;Inside;NAmes;1951;1008;1363;1;1;6;288;2009;164900
120;RL;6792;Inside;NridgHt;2005;1368;1368;2;1;6;474;2006;202665
20;RL;9100;Corner;NAmes;1958;864;864;1;1;5;624;2006;129900
20;RL;9187;Corner;Mitchel;1983;1084;1080;1;1;5;484;2007;134000
45;RL;10594;Inside;Crawfor;1926;768;789;1;1;5;200;2007;96500
20;RL;12220;Inside;NridgHt;2009;2006;2020;2;1;9;900;2009;402861
80;RL;10448;Corner;NWAmes;1972;689;2119;2;1;7;583;2009;158000
60;RL;10208;Inside;NoRidge;1996;1264;2344;2;1;7;889;2009;265000
60;RL;9531;CulDSac;CollgCr;1998;794;1796;2;1;7;546;2007;211000
70;RL;10918;Inside;Crawfor;1926;1276;2080;1;1;9;282;2009;234000
190;RL;10800;Inside;OldTown;1900;0;1294;2;2;7;0;2008;106250
20;RL;11988;Corner;NAmes;1957;1244;1244;1;1;6;336;2007;150000
50;RM;5000;Corner;BrkSide;1947;1004;1664;2;1;7;420;2006;159000
60;RL;40094;Inside;Edwards;2007;3138;4676;3;1;11;884;2007;184750
60;RL;11787;Inside;NoRidge;1996;1379;2398;2;1;8;834;2007;315750
20;FV;7500;Inside;Somerst;2005;1257;1266;2;1;6;453;2006;176000
20;RL;13300;Inside;NAmes;1956;928;928;1;1;4;252;2007;132000
60;RL;14948;Inside;NridgHt;2008;1452;2713;2;1;11;858;2008;446261
30;RL;9098;Inside;Edwards;1920;528;605;1;1;5;0;2007;86000
20;RL;32668;CulDSac;Crawfor;1957;2035;2515;3;2;9;484;2007;200624
80;RL;10200;Inside;Timber;1988;1461;1509;2;1;5;600;2008;175000
70;RM;6155;FR3;BrkSide;1920;611;1362;2;1;6;502;2008;128000
20;RL;7200;Inside;NAmes;1955;0;827;1;1;5;392;2010;107500
20;RL;5000;Inside;BrkSide;1946;0;334;1;1;2;0;2007;39300
60;RL;9056;Inside;Gilbert;2004;707;1414;2;1;6;403;2006;178000
190;RL;7000;Inside;Edwards;1910;1117;1347;1;1;5;0;2008;107500
60;RL;8924;CulDSac;CollgCr;1998;880;1724;2;1;8;527;2008;188000
20;RL;12735;FR2;NAmes;1972;864;864;1;1;5;576;2008;111250
20;RL;11553;Inside;Sawyer;1968;1051;1159;1;1;7;336;2006;158000
20;RL;11423;Inside;CollgCr;2001;1581;1601;2;1;6;670;2010;272000
20;RL;14601;Inside;Timber;2006;1838;1838;2;1;8;765;2009;315000
60;RL;11000;FR2;NoRidge;2000;969;2285;2;1;8;648;2007;248000
20;RL;10140;Inside;NWAmes;1998;1650;1680;2;1;7;583;2009;213250
120;RH;4058;Inside;NAmes;1998;723;767;1;1;4;367;2007;133000
60;RL;17104;Inside;Gilbert;2006;654;1496;2;1;7;426;2006;179665
50;RL;13837;Corner;NWAmes;1988;1204;2183;2;1;9;786;2006;229000
50;RL;8737;Inside;BrkSide;1923;1065;1635;1;1;6;440;2007;210000
85;RL;7244;Inside;Mitchel;1970;768;768;1;1;5;624;2007;129500
20;RM;8235;Inside;OldTown;1955;825;825;1;1;4;720;2008;125000
60;FV;9375;Inside;Somerst;2003;912;2094;2;1;8;615;2009;263000
120;RL;4043;Inside;NPkVill;1977;1069;1069;2;1;4;440;2008;140000
20;RM;6000;Inside;OldTown;1957;928;928;1;1;5;288;2008;112500
20;RL;11146;Inside;NridgHt;2006;1709;1717;2;1;7;908;2009;255500
20;RL;8777;Inside;Edwards;1949;0;1126;2;1;5;520;2009;108000
60;RL;10625;Inside;NridgHt;2003;998;2046;2;1;8;871;2008;284000
45;RM;6380;Inside;BrkSide;1922;993;1048;1;1;5;280;2006;113000
20;RL;14850;Inside;NAmes;1957;1092;1092;1;1;6;299;2006;141000
50;C (all);11040;Inside;IDOTRR;1920;637;1336;1;1;7;570;2006;108000
60;RL;21872;FR2;Gilbert;1996;729;1446;2;1;6;406;2008;175000
120;RL;3196;Inside;Blmngtn;2003;1374;1557;2;1;7;420;2006;234000
20;RL;11341;Inside;Sawyer;1957;1392;1392;1;1;5;528;2010;121500
20;RL;10010;Inside;Mitchel;1974;1389;1389;1;1;6;418;2006;170000
30;RL;13907;Inside;Edwards;1940;996;996;1;1;6;0;2008;108000
50;RL;21780;Inside;Edwards;1918;1163;1674;2;1;8;396;2008;185000
60;RL;13346;CulDSac;NoRidge;1992;1095;2295;2;1;9;590;2006;268000
70;RL;6858;Corner;SWISU;1915;806;1647;1;1;6;216;2010;128000
60;RL;11198;Inside;StoneBr;2005;1122;2504;2;1;11;656;2008;325000
20;RL;10171;Inside;NridgHt;2004;1517;1535;2;1;7;532;2010;214000
50;RL;12327;Inside;SawyerW;1983;1496;2132;1;1;5;612;2009;316600
90;RL;7032;Corner;NAmes;1979;943;943;1;1;4;600;2006;135960
90;RL;13101;Inside;NAmes;1965;1728;1728;2;2;10;576;2008;142600
20;RL;7332;Inside;NAmes;1959;864;864;1;1;4;288;2006;120000
60;RL;13159;Corner;Timber;2009;846;1692;2;1;6;650;2009;224500
80;RL;9967;Inside;Gilbert;2000;384;1430;2;1;8;400;2007;170000
80;RL;10500;FR2;NAmes;1971;372;1109;1;1;5;288;2007;139000
50;RL;8480;Inside;NAmes;1947;832;1216;1;1;6;336;2008;118500
50;RL;6292;Inside;SWISU;1928;861;1477;2;1;6;216;2009;145000
80;RL;11777;Inside;Sawyer;1966;1164;1320;1;1;6;564;2006;164500
160;FV;3604;Corner;Somerst;2007;689;1392;2;1;5;540;2008;146000
50;RM;12150;Inside;OldTown;1954;1050;1795;2;1;7;352;2008;131500
20;RL;14585;CulDSac;NAmes;1960;1144;1429;1;1;7;572;2007;181900
20;RL;12704;Inside;NridgHt;2008;2042;2042;2;1;8;1390;2009;253293
90;RL;11841;Inside;Edwards;1990;816;816;1;1;5;0;2007;118500
75;RM;13500;Inside;OldTown;1893;1237;2775;3;1;9;880;2008;325000
50;RM;6120;Inside;BrkSide;1935;884;1573;1;1;6;240;2009;133000
20;RL;11443;Inside;Timber;2005;1868;2028;2;1;7;880;2006;369900
30;RL;10267;Inside;BrkSide;1918;816;838;1;1;5;275;2008;130000
85;RL;8740;Inside;Sawyer;1982;840;860;1;1;4;528;2009;137000
20;RL;25095;Inside;ClearCr;1968;1437;1473;1;1;5;452;2009;143000
40;RM;9100;Inside;BrkSide;1930;742;935;1;1;4;308;2008;79500
60;RL;8320;Inside;CollgCr;2004;770;1582;2;1;6;520;2008;185900
60;RL;13478;Corner;NridgHt;2008;1722;2296;2;1;10;842;2009;451950
20;RL;6600;Inside;Mitchel;1982;816;816;1;1;4;816;2008;138000
120;RM;4435;Inside;CollgCr;2003;848;848;1;1;4;420;2009;140000
20;RL;7990;Inside;CollgCr;1975;924;924;1;1;5;280;2008;110000
20;RL;11302;Inside;StoneBr;2005;1814;1826;2;1;7;758;2006;319000
70;RM;3600;Inside;OldTown;1910;684;1368;1;1;7;216;2006;114504
120;RL;3922;Inside;Blmngtn;2006;1258;1402;0;1;7;648;2007;194201
20;RL;12984;Inside;Crawfor;1977;1430;1647;2;1;7;621;2006;217500
160;RM;1950;Inside;Blueste;1980;716;1556;2;1;6;452;2008;151000
60;RL;10927;Inside;NridgHt;2005;1058;1904;2;1;8;736;2006;275000
50;RM;9000;Inside;IDOTRR;1937;780;1375;1;1;6;544;2007;141000
60;RL;10041;Inside;SawyerW;1992;908;1915;2;1;8;506;2006;220000
160;FV;3182;Inside;Somerst;2004;600;1200;2;1;4;480;2010;151000
20;RL;12803;Inside;CollgCr;2002;1494;1494;2;1;6;530;2008;221000
60;RL;13600;Inside;NAmes;1965;768;1986;2;1;7;486;2009;205000
20;RL;12464;Corner;CollgCr;1996;1040;1040;1;1;6;576;2009;152000
20;RL;7800;Inside;Edwards;1948;896;2008;3;1;8;230;2006;225000
70;RL;12168;Inside;Crawfor;1934;965;3194;2;1;10;380;2007;359100
20;RL;7943;Inside;Sawyer;1961;1029;1029;1;1;5;261;2007;118500
60;RL;11050;Inside;CollgCr;2000;1440;2153;2;1;8;736;2009;313000
80;RL;10395;FR2;NWAmes;1978;1032;1032;2;1;6;564;2007;148000
60;RL;11885;Inside;CollgCr;2001;1299;1872;2;1;7;531;2009;261500
20;RL;8402;Inside;Mitchel;2007;1120;1120;1;1;6;0;2007;147000
180;RM;1491;Inside;MeadowV;1972;630;630;1;1;3;0;2010;75500
85;RL;8800;Inside;NAmes;1963;936;1054;1;1;6;480;2010;137500
60;RL;7861;Inside;Gilbert;2002;783;1509;2;1;7;393;2006;183200
45;RL;7227;Corner;NAmes;1954;832;832;1;1;4;528;2008;105500
20;RL;11694;Inside;NridgHt;2007;1822;1828;2;1;9;774;2007;314813
60;RL;12244;Inside;Timber;2003;1482;2262;2;1;10;749;2008;305000
30;RL;8248;Inside;Edwards;1914;864;864;1;1;5;0;2008;67000
60;RL;10800;Inside;NWAmes;1974;1522;2614;2;1;9;624;2008;240000
20;RL;7064;Inside;Sawyer;1977;980;980;1;1;6;484;2009;135000
160;FV;2117;Inside;Somerst;2000;756;1512;2;1;4;440;2007;168500
60;RL;10400;Inside;NWAmes;1972;732;1790;1;1;8;484;2006;165150
20;RL;10000;Corner;NAmes;1962;1116;1116;1;1;5;440;2010;160000
20;RL;12342;Inside;NAmes;1960;978;1422;1;1;6;286;2007;139900
80;RL;9600;Inside;NAmes;1955;1156;1520;1;1;7;364;2010;153000
60;RL;11606;Inside;NAmes;1969;1040;2080;1;1;9;504;2007;135000
80;RL;9020;Corner;NAmes;1964;1248;1350;1;1;6;520;2008;168500
70;RM;9000;Corner;OldTown;1880;636;1750;1;1;8;240;2006;124000
120;RL;4590;Inside;NridgHt;2006;1554;1554;2;1;6;627;2007;209500
20;RL;11900;Inside;NWAmes;1977;1386;1411;2;1;6;544;2009;82500
20;RL;9250;Corner;NAmes;1954;1056;1056;1;1;6;260;2007;139400
90;RL;6979;Inside;OldTown;1980;1056;1056;0;2;4;576;2010;144000
190;RH;10896;Inside;SWISU;1914;1440;3395;2;2;14;0;2007;200000
30;RM;6120;Inside;BrkSide;1936;264;800;1;1;4;0;2009;60000
190;RM;6000;Inside;OldTown;1954;811;1387;2;2;7;256;2009;93000
30;RL;8777;Inside;Edwards;1910;796;796;1;1;4;0;2008;85000
120;RL;3982;Inside;Blmngtn;2006;1520;1567;2;1;7;648;2006;264561
120;RL;12677;Inside;NridgHt;2003;1518;1518;1;1;6;588;2008;274000
60;FV;7050;Inside;Somerst;2001;1057;1929;2;1;7;650;2007;226000
80;RL;13860;Inside;NAmes;1972;1952;2704;2;1;9;538;2009;345000
60;RL;10793;Inside;NWAmes;1969;780;1620;2;1;7;462;2007;152000
20;FV;9187;Inside;Somerst;2009;1766;1766;2;1;7;478;2009;370878
20;RL;10530;Corner;NAmes;1971;981;981;1;1;5;576;2007;143250
20;RL;7200;Inside;NAmes;1950;0;1048;1;1;7;420;2008;98300
20;RL;10452;Inside;Edwards;1953;1094;1094;1;1;5;495;2008;155000
60;RL;7700;Inside;NAmes;1966;756;1839;1;1;7;442;2010;155000
180;RM;1936;Inside;MeadowV;1970;630;630;1;1;3;0;2007;84500
60;FV;8125;Inside;Somerst;2007;813;1665;2;1;7;562;2008;205950
70;RL;9084;Inside;Edwards;1940;755;1510;1;1;7;296;2009;108000
60;RL;8750;Inside;CollgCr;1996;880;1716;2;1;7;512;2009;191000
50;RM;10320;Inside;IDOTRR;1906;756;1469;1;1;7;216;2008;135000
20;RL;10437;Inside;NoRidge;1995;2109;2113;2;1;7;839;2008;350000
160;RM;1680;Inside;BrDale;1971;525;1092;1;1;6;264;2010;88000
20;RL;10007;Inside;NAmes;1959;1053;1053;1;1;5;312;2008;145500
70;RL;7200;Inside;Crawfor;1931;776;1502;1;1;6;270;2008;149000
50;RL;17503;Inside;NAmes;1948;912;1458;1;1;6;330;2010;97500
20;RL;9937;Corner;Edwards;1964;1486;1486;1;1;7;480;2009;167000
60;RL;12384;CulDSac;NWAmes;1976;793;1935;2;1;7;550;2007;197900
60;RL;46589;CulDSac;NoRidge;1994;1629;2448;2;1;8;711;2009;402000
20;RL;13560;Corner;NAmes;1968;1392;1392;1;1;5;576;2009;110000
85;RL;10012;Inside;Edwards;1972;1138;1181;2;1;6;588;2008;137500
20;RL;20896;CulDSac;Somerst;2005;2077;2097;1;1;8;1134;2006;423000
60;RL;11194;Corner;Gilbert;2000;1406;1936;2;1;7;504;2006;230500
60;RL;18450;Inside;NAmes;1965;1021;2380;2;1;7;596;2007;129000
20;RL;8125;Inside;SawyerW;1994;1408;1679;2;1;7;575;2008;193500
20;RL;14175;Corner;Sawyer;1956;1188;1437;1;1;6;576;2006;168000
30;RL;11600;Inside;Crawfor;1922;700;1180;1;1;5;252;2006;137500
60;RL;8633;FR2;CollgCr;2005;738;1476;2;1;7;540;2009;173500
70;RH;6629;Inside;Edwards;1925;672;1369;2;1;6;300;2009;103600
20;RL;11250;Inside;Veenker;1977;1208;1208;1;1;6;546;2006;165000
20;RL;14442;Inside;Crawfor;1957;1477;1839;2;1;7;416;2007;257500
20;RL;9200;Inside;NAmes;1965;1136;1136;1;1;5;384;2008;140000
160;RL;2289;Inside;NPkVill;1978;855;1441;2;1;7;440;2009;148500
70;RM;9600;Inside;OldTown;1900;1095;1774;2;2;8;779;2006;87000
30;RL;9022;Inside;OldTown;1924;768;792;1;1;5;240;2009;109500
20;RL;11844;Inside;StoneBr;2008;2046;2046;2;1;7;834;2009;372500
20;RL;9945;Inside;Sawyer;1961;988;988;1;1;5;572;2007;128500
120;RL;8012;Inside;SawyerW;1980;923;923;2;1;5;264;2010;143000
50;RH;4500;Inside;SWISU;1932;793;1520;1;1;6;281;2009;159434
120;RL;2887;Inside;ClearCr;1996;1291;1291;1;1;6;431;2008;173000
20;RL;11248;Corner;CollgCr;2002;1626;1668;2;1;7;702;2007;285000
60;RL;16770;CulDSac;NoRidge;1998;1195;1839;2;1;7;486;2010;221000
160;RL;5062;CulDSac;StoneBr;1984;1190;2090;2;1;6;577;2007;207500
60;FV;10207;Inside;Somerst;2007;874;1761;3;1;7;578;2007;227875
160;FV;5105;FR2;Somerst;2004;551;1102;2;1;4;480;2007;148800
20;RL;8089;Inside;StoneBr;2007;1419;1419;2;1;7;567;2007;392000
120;RL;7577;Corner;NridgHt;2005;1362;1362;2;1;6;460;2007;194700
